adaptive_n_back.EZ_drift,adaptive_n_back.EZ_non_decision,adaptive_n_back.EZ_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.EZ_drift_neutral,attention_network_task.EZ_non_decision_neutral,attention_network_task.EZ_thresh_neutral,attention_network_task.conflict_EZ_drift,attention_network_task.conflict_EZ_non_decision,attention_network_task.conflict_EZ_thresh,choice_reaction_time.EZ_drift,choice_reaction_time.EZ_non_decision,choice_reaction_time.EZ_thresh,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.EZ_drift_pos,directed_forgetting.EZ_non_decision_pos,directed_forgetting.EZ_thresh_pos,directed_forgetting.proactive_interference_EZ_drift,directed_forgetting.proactive_interference_EZ_non_decision,directed_forgetting.proactive_interference_EZ_thresh,discount_titrate.percent_patient,dot_pattern_expectancy.AY.BY_EZ_drift,dot_pattern_expectancy.AY.BY_EZ_non_decision,dot_pattern_expectancy.AY.BY_EZ_thresh,dot_pattern_expectancy.BX.BY_EZ_drift,dot_pattern_expectancy.BX.BY_EZ_non_decision,dot_pattern_expectancy.BX.BY_EZ_thresh,dot_pattern_expectancy.EZ_drift_AX,dot_pattern_expectancy.EZ_non_decision_AY,dot_pattern_expectancy.EZ_thresh_AX,dot_pattern_expectancy.dprime,go_nogo.dprime,hierarchical_rule.score,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.percent_patient,local_global_letter.EZ_drift_neutral,local_global_letter.EZ_non_decision_neutral,local_global_letter.EZ_thresh_neutral,local_global_letter.conflict_EZ_drift,local_global_letter.conflict_EZ_non_decision,local_global_letter.conflict_EZ_thresh,local_global_letter.switch_cost_EZ_drift,local_global_letter.switch_cost_EZ_non_decision,local_global_letter.switch_cost_EZ_thresh,motor_selective_stop_signal.EZ_drift,motor_selective_stop_signal.EZ_non_decision,motor_selective_stop_signal.EZ_thresh,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.reg_positive_learning_bias,probabilistic_selection.reg_value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,psychological_refractory_period_two_choices.PRP_slowing,ravens.score,recent_probes.EZ_drift_xrec,recent_probes.EZ_non_decision_xrec,recent_probes.EZ_thresh_xrec,recent_probes.proactive_interference_EZ_drift,recent_probes.proactive_interference_EZ_non_decision,recent_probes.proactive_interference_EZ_thresh,shift_task.learning_rate,simon.EZ_drift_congruent,simon.EZ_non_decision_congruent,simon.EZ_thresh_congruent,simon.simon_EZ_drift,simon.simon_EZ_non_decision,simon.simon_EZ_thresh,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.EZ_drift,stim_selective_stop_signal.EZ_non_decision,stim_selective_stop_signal.EZ_thresh,stim_selective_stop_signal.SSRT,stop_signal.EZ_drift,stop_signal.EZ_non_decision,stop_signal.EZ_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.EZ_drift_congruent,stroop.EZ_non_decision_congruent,stroop.EZ_thresh_congruent,stroop.stroop_EZ_drift,stroop.stroop_EZ_non_decision,stroop.stroop_EZ_thresh,threebytwo.EZ_drift_cue_stay,threebytwo.EZ_non_decision_cue_stay,threebytwo.EZ_thresh_cue_stay,threebytwo.cue_switch_cost_EZ_drift,threebytwo.cue_switch_cost_EZ_non_decision,threebytwo.cue_switch_cost_EZ_thresh,threebytwo.task_inhibition,threebytwo.task_switch_cost_EZ_drift,threebytwo.task_switch_cost_EZ_non_decision,threebytwo.task_switch_cost_EZ_thresh,tower_of_london.avg_move_time,tower_of_london.num_correct,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,tower_of_london.total_moves,two_stage_decision.model_based,two_stage_decision.model_free,writing_task.neutral_probability,writing_task.positive_probability
s027,NA,-0.3088867308,1.2735733843,3.25,-0.3,630,-0.4,410,3.9474009936,-0.4381678628,1.153639293,-0.212056127,0.066026334,-0.1314121226,NA,NA,NA,15.9583333333,NA,2,NA,-1.2083333333,12.0416666667,0.1848506401,1,-0.0021463117,0.1062792115,-0.1627840879,-0.6051033191,8.3,7.1,1.8481522615,-0.463196977,1.5329977963,-0.1757053584,0.1575817309,-0.2111487547,0.0277777778,0.5121571052,-0.0042428965,0.0694244117,-0.9101415168,-0.3413870583,0.8536501967,2.81846273,-0.6546064606,1.5635187226,0.9879518072,0.9142857143,162,0.6397562981,3.9,0.0015567866,0.712187767,7.1,0.0018455326,0.6111111111,0.1481481481,2.7148510298,-0.445969123,1.5803664341,-0.512955351,0.1530575055,-0.2346634198,0.1594235744,0.113574746,-0.0976385032,2.3136111416,-0.3657826888,1.5190651548,-272.6666666667,37,129,1.5,22.2473269848,-12.2803807067,0.3198007084,248,10,1.8775356291,-0.7725580739,1.2607609557,-0.5852223907,-0.1537708345,0.471854529,0.1228237996,2.8411949903,-0.3002378322,1.3697828947,-0.1597876881,0.070790059,-0.1845642866,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.652644499,-0.3379012927,1.4514374629,0.5144643928,0.1821198263,-0.0135718741,2.0614524355,-0.3079458425,1.6334579309,-0.0451697659,0.1149625152,-0.0504223771,30.8333333333,-0.4606234042,-0.0128768254,-0.2366188358,584,10,6,2515,61,0.7071919596,0.0623281997,0.1994604062,0.3939701676
s028,0.9017958988,-0.3419896653,1.1466827126,1.8,-0.3666666667,905,-0.4666666667,503,4.633833435,-0.4596064913,0.9827450545,-1.8023409933,0.0362216194,-0.1498474135,2.1918702165,-0.2685049644,1.2553367861,30,7.077671782e-16,2,-6.071532166e-18,-1,28.8333333333,-0.0873801221,1,-0.0017288579,-2.5185265911,-0.0246950312,-0.1521868492,8.3,7.1,2.3503431883,-0.4213647592,1.8136414708,-1.0696692737,0.0387583367,-0.2779126957,0.1388888889,0.3527284853,0.3621488102,-0.2363364092,-0.3259671266,-0.0639431257,-0.2882990834,2.3940083427,-0.644248085,1.3968368064,0.8230519481,0.9714285714,118,0.8533126831,11.6,0.0022778014,1,23.9,0.0022514238,0.5833333333,0.2962962963,2.2823685622,-0.4691690344,1.7557782961,-0.2891716283,0.1292202987,-0.2315236269,0.0545292272,0.1444356224,-0.3469023865,2.7228649546,-0.3825448866,0.9670281878,-322,-21,77.5,NA,-0.4446474964,2.241115568,0.4843217015,342,3,2.3164516169,-0.6686012568,1.5223113226,-0.8257951234,-0.0277952054,0.1135555848,0.0581413581,4.086630269,-0.3627575458,1.1244275962,-1.2198940857,0.036946919,-0.1646129718,6.4,5,NA,NA,NA,-238.3333333333,3.0211359784,-0.4442514069,1.1358319373,-297.3333333333,-244,-53.3333333333,55.0541666667,3.7446051956,-0.4478963037,1.2161166942,-0.4040698366,0.0064169348,0.1471009946,2.0874929177,-0.5098904735,1.6749793649,0.2155204848,0.0300453825,-0.198132822,29.1666666667,-0.6591662724,0.0368590161,0.0162239324,741.5,10,8,4296,56,-2.295959418,0.7918820212,0.8843044641,0.4155161321
s029,1.4400643838,-0.2845690437,0.8862752806,2.8,-0.4,800,-0.5,370,4.4149885829,-0.4533108924,0.8720628671,-1.6569854874,0.0706452774,-0.2549193884,3.3964163442,-0.2731224619,1.2672371868,4.875,NA,3,-0.0121666667,-1.875,8.5833333333,NA,3,NA,-2.9001182033,0.0488498114,-0.2329862402,5.5,5.1,1.896371901,-0.4035888363,1.4940177834,0.2207602148,0.0632327147,0.1568655613,0.6388888889,-1.128309982,0.233124202,-0.1008523745,-0.9830534546,-0.0316674147,0.4177993316,3.0596369453,-0.3692605871,0.6713619199,0.8149350649,0.6222222222,169,0.7112513065,8.2,0.0016293128,0.9984375,24.4,0.0022827959,0.5833333333,0.4444444444,1.5053123492,-0.6742351137,1.2685357334,-0.8765983653,0.0713332329,-0.1136063314,-0.2411850249,0.1600546133,-0.2064479816,3.3132107818,-0.4126608279,0.7463848881,-261,9,-1,0.8076923077,2.773237924,2.0508630113,0.4222806473,368.5,8,1.706683873,-0.526066592,1.1998079292,0.6946600464,0.1202135037,-0.0776928669,0.0245660364,3.4281109797,-0.2552254386,1.3404233052,-0.5342370177,0.1194040858,-0.5811557607,6.5,4.6,2.4558160279,-0.4126464652,0.7821235661,-314.3333333333,2.386740043,-0.4558991803,0.8340289651,-255.6666666667,-281.6666666667,26,25.925,2.5739920947,-0.4445497904,1.2181444622,-0.9370668561,0.139010822,-0.2349365096,2.3062829256,-0.5398334732,1.1669180103,0.2851484346,0.012603747,-0.2080245247,9.1666666667,-0.7171456179,-0.0138579747,0.1154922764,520.5,12,7,2254,69,-3.5131664475,2.4001654213,0.8146709535,0.2965616559
s032,1.7008326187,-0.2733145586,0.7797301289,1.85,-0.1,1075,-0.5,398,3.9734412566,-0.4578496178,1.1460788263,-0.4057110491,-0.0095760993,0.1323137237,NA,NA,NA,10.2916666667,0.0708333333,2,-0.0178333333,-6.2916666667,8.75,0.0034749035,1,0.0003243243,-2.7432432432,-0.4972756911,-0.689964718,6.2,5.2,1.9854334714,-0.3842899716,1.7907162907,1.9735610123,-0.0427667476,0.4478144725,0.5,-1.4694975869,0.2778988686,-0.0880880389,0.398127214,0.0100515594,0.1048953753,4.1412421019,-0.4395888297,0.9082299521,0.9772727273,0.8857142857,218,0.6912605286,10,0.0017405018,0.94556427,14.9,0.0026067086,0.5555555556,0.5555555556,3.2455317701,-0.421806033,1.2666256735,-1.0832059841,0.24481787,-0.246006975,0.5640597225,0.0609536281,-0.0283892124,3.1724217523,-0.3878784137,0.9281360453,-284.6666666667,-3.5,86.5,1.8888888889,-9.0459684477,9.8011843252,0.4311000155,288,3,1.693599911,-0.4522561314,1.3976876113,-1.0858588106,0.1137697508,-0.0925106177,0.0370879633,4.4521789868,-0.3213680141,1.0321058214,-1.0485142982,0.0254225219,0.111314772,5.1,5.4,4.2821208999,-0.4219075361,0.830277366,-290.3333333333,4.0167907374,-0.4818162155,0.9806713693,-215.5,-227.3333333333,11.8333333333,-6.2597222222,4.1307275063,-0.4349821738,1.1024394334,-1.3462446989,-0.0039316205,0.5330085857,1.4363122644,-0.3480121279,0.8811916494,-0.6966249187,-0.0109579444,0.1431407339,-30.5,0.5924043596,0.0533347124,-0.181010465,685.5,10,9,3418,56,-0.032037165,1.118814996,0.5838859863,0.4500981789
s034,1.6669343803,-0.30759474,1.0539366305,2.35,-0.2333333333,671,-0.2,500,3.7166486509,-0.4385511335,1.0359191743,-0.6006117885,-0.0375669594,0.4290900266,5.1931168542,-0.3248501028,0.8288018957,13.3333333333,4.024558464e-16,0,-0.0033333333,0.4166666667,19.9583333333,0.3116161616,3,-0.0067979798,-4.8838383838,-0.2131730696,-0.7022115203,7.3,5.9,2.4138017424,-0.4446169649,1.4729246396,0.3705419835,0.1485967921,-0.1493751523,0.0277777778,-2.6603605431,0.2127866985,-0.0885983099,-2.5616457696,-0.1477021681,0.7785110723,3.4332690289,-0.4179437198,0.8832824405,0.9540229885,0.9428571429,175,0.8817337036,11.5,0.0019487654,0.892578125,21.4,0.0014959381,0.6666666667,0.0740740741,1.7537606118,-0.4704678102,1.5047990654,-0.4369796474,0.0187137746,0.3419291623,-1.0229068633,0.0884803324,-0.3500080182,2.7144043752,-0.3573272063,1.0437698119,-350.3333333333,4,74,NA,NA,NA,0.5661983774,414.5,10,1.7341070058,-0.4499175002,1.3650389545,0.5232526739,0.1850563468,-0.6219355124,0.063498685,3.5504294917,-0.2365795668,1.2942433756,-0.160006074,0.0636224559,-0.1463571624,5.8,6.2,NA,NA,NA,NA,3.1255532524,-0.4005115482,1.1282356242,-259.5,-299.3333333333,39.8333333333,15.1625,2.606755183,-0.3447592873,1.4769885668,-0.7743683584,0.1547807808,-0.180916295,1.9112587266,-0.38103371,0.9893220345,0.5959281341,-0.0065292121,0.3929985085,109.3333333333,-1.2311029244,0.0958726124,-0.3580626815,698,9,9,2807,58,-0.579271405,0.4326679308,0.1633008377,0.2327784336
s042,0.9650521891,-0.4671835763,1.3263103548,1.9,-0.4,670,-0.3333333333,412,3.6679470785,-0.4798999192,1.2357319765,0.0104101622,0.067470064,-0.2075459681,4.5364969227,-0.3159557092,0.8578910918,18.2916666667,0.0208333333,2,-0.0061666667,-2.2083333333,16.4166666667,-0.0099045346,1,-0.0048591885,-2.9868735084,-0.0567950914,-0.8901018633,6.8,4.5,1.8413731336,-0.5448748558,1.1292885205,-1.2603523358,0.1034499842,0.1746951781,0.6388888889,-1.0663410634,0.3500538549,-0.0936937188,0.8732975868,0.0455474895,-0.0971914711,2.8737178567,-0.5090548658,1.3047572041,0.9770114943,0.8571428571,212,0.6439033508,6,0.0015689726,0.9070724487,15.6,0.0023141029,0.6111111111,0.7037037037,2.6646706929,-0.4882476981,1.5889792746,-1.587285264,0.1061959359,-0.2416466939,-0.3359173442,0.0831167325,0.0834264083,3.0387499802,-0.367514692,0.9689638826,-348.8333333333,-39.5,88,0.84,15.144665087,-2.9358919857,0.6039502739,519,15,NA,NA,NA,-1.2924967372,0.0362302792,-0.3288938143,0.086287958,4.4349211169,-0.3821622397,1.0361221156,-1.3940622515,0.0425472424,-0.1312674561,6.3,4.8,3.7809509565,-0.4091409482,1.0008565775,-325.6666666667,3.1390461477,-0.4124199394,0.8922557372,-286,-350.1666666667,64.1666666667,30.9597222222,3.9097701728,-0.5308586628,1.1647428597,-1.3819538393,-0.0259586114,0.349861404,3.0635933184,-0.3955964851,1.2200279965,-1.0562759146,-0.0627315301,0.184034088,33.5,0.7525044519,0.0928550798,-0.2735319916,575,10,7,2438,67,-3.4332042276,1.9428660067,0.8596626666,0.1813954842
s047,0.7925218215,-0.4248377299,1.1740690812,1.45,-0.2666666667,852,-0.2666666667,538,4.631371865,-0.4463710898,0.9832673826,-1.4644858335,0.0883815119,-0.1507400595,2.1892833401,-0.2427038475,1.31384799,6.875,0.0708333333,1,-0.0035,-1.9583333333,21.1666666667,0.183891547,2,-0.0011797676,-4.7304625199,0.4101604495,-0.592538448,8.3,7,2.4136466087,-0.471894208,1.4730193097,-1.2349937047,-0.0945058971,0.2817459555,0.0555555556,-0.0358845365,0.3661522994,-0.5955971133,-0.4002682293,0.0577776404,-0.481933891,2.945693096,-0.5529213804,1.2728766894,0.7770114943,0.7142857143,207,0.5952996135,3.5,0.0008040668,0.998828125,22,0.0016765831,0.7222222222,0.3703703704,2.295369533,-0.426943627,1.523287432,-1.3442670257,0.182115704,-0.2672415823,0.0293140465,0.064788549,-0.1681916382,2.5257482882,-0.4167908451,1.2698737481,-314.5,-16.5,255.5,1.875,19.4044856533,-17.108137978,0.3373905766,259,14,1.412172974,-0.5676176087,1.2687960343,-0.8715155422,-0.096872436,0.3940126072,0.0193283181,3.0728336172,-0.322080189,0.7948191603,-0.5473141289,0.0423976557,-0.0059002175,7.2,5.8,2.9525167087,-0.4922054197,1.1385311099,-306.3333333333,1.98449809,-0.3942023137,1.1296560139,-241.8333333333,-251,9.1666666667,5.3736111111,3.1865992241,-0.4008925698,1.40859771,-1.7222052166,0.1288816866,-0.3627887521,2.2335284863,-0.3945287384,1.6402574082,-0.7721496678,0.0381069568,-0.490903011,14.6666666667,0.4478934161,0.0398890196,0.411106655,798.5,11,11,3739,43,-1.9862125281,1.2324407257,0.8139128764,0.3856622834
s049,1.1611863034,-0.2539193216,0.9635986504,1.7,-0.2,883,-0.4,385,3.9154068796,-0.3617366307,1.1630660699,-0.3036000395,0.0840803565,-0.3099235669,3.7912245024,-0.2734188329,1.3198760197,21.6666666667,5.551115123e-16,1,1.344410694e-17,-3.3333333333,23.0833333333,-0.0712437396,1,0.0022971619,-3.333263773,0.1363329584,-0.274128234,7.5,5.7,1.5962958415,-0.3833587319,1.5021621998,-0.6703270498,0.0809016907,-0.2379373949,0,1.3725472798,0.0463432379,-0.3269503842,-1.2772299563,-0.0990452973,-0.3436847422,2.8003986422,-0.5753825515,1.5947401385,0.5511363636,0.8253968254,182,0.8771240235,13.1,0.0021191442,0.9288574219,18.3,0.0018760755,0.6388888889,0.1851851852,2.0675758173,-0.4681858457,1.7841568001,0.4853820494,0.0266390245,0.0689403302,0.3639482936,0.0641407777,0.0083266892,3.0668061845,-0.3933388928,1.3295712864,-244,-3.5,139,NA,NA,NA,0.4807701873,385.5,6,1.6628423802,-0.7318346782,1.4235405847,-0.9973165003,0.0873810212,0.0426646234,0.0608052806,5.0960902126,-0.2982520601,0.7636874811,-2.2396156915,0.0620050242,-0.1281873381,4.4,4.4,3.0986542665,-0.5587514984,1.0256238861,-268.1666666667,2.7611067274,-0.4181366718,0.9403053811,-227.6666666667,-267,39.3333333333,51.7819444444,2.4091742871,-0.4479650074,1.3014808571,0.4219926027,0.0059488343,0.3069996984,1.8699453047,-0.3317444297,1.3818572906,0.2689650868,0.0546848116,0.0772479757,-15.6666666667,-0.0691708202,-0.008503109,-0.0272924317,714,7,4,5760,47,0.9175154718,-0.5831462853,0.7240277894,0.5724588484
s056,0.4176970455,-0.2851258906,0.8055413372,1.4,-0.4333333333,550,-0.4,560,3.8192203152,-0.4691732814,1.1923577369,-1.2310712927,0.0458408127,0.4417417591,3.7582580212,-0.3038171713,1.0355383468,6.9583333333,0.1791666667,3,-0.0081666667,-1.375,6.9583333333,0.1140444894,3,-0.0077617796,-1.7861476239,0.6921011557,0.1746813334,9.1,4.2,3.2734333956,-0.5680028412,1.0772666184,-0.1143874294,0.0809972446,-0.2348464868,0.1388888889,-0.3754148824,0.2659894291,0.2454137506,NA,-0.0045665634,0.0660049006,3.2075027516,-0.5567967431,0.9491877867,0.9545454545,0.7714285714,168,0.7169906616,7.9,0.0008441752,0.8781661987,21.5,0.0012184429,0.5833333333,0.3333333333,3.1290659805,-0.4668685319,1.1362330113,-1.1575102546,-0.0107693384,0.1938808451,-1.026258431,0.1839564627,-0.4559553132,2.8055988279,-0.4522943695,1.143207437,-383.6666666667,2,198,NA,NA,NA,0.5414815306,436.5,9,1.6448875398,-0.6679707817,1.0686796969,-0.862556306,-0.0330241061,0.2025752983,-0.0036786456,4.1620142302,-0.3088972258,1.1040615423,-2.1469612226,0.0943810994,-0.3515515668,5.3,4.3,4.046624098,-0.5383513013,1.2819045407,-333.6666666667,3.5051591971,-0.5488982559,1.0308724079,-324.3333333333,-319.6666666667,-4.6666666667,49.7041666667,3.3237088836,-0.4585100419,1.1583889374,-1.2790679205,0.0525653192,0.0143818894,1.5205008208,-0.4230935117,0.9972684451,-0.3226946239,0.0279044247,0.0078798062,7.1666666667,0.1430310534,0.0103445747,0.1066220735,1606.5,6,4,5401,40,1.7934291975,1.9948841537,0.6312365674,0.6286651945
s060,1.7332899891,-0.4080123279,1.3243119259,2.8,-0.3,940,-0.3666666667,500,4.2423698702,-0.4715187843,1.0734275961,-0.9116280614,0.0346647233,-0.0880497776,5.2293278978,-0.3355639412,0.8230627678,3.4166666667,0.0083333333,2,-0.0043333333,-2.5,4.5833333333,0.0284291811,2,-0.005148547,-2.9857752489,-0.0277628893,-0.7041259941,9.8,8.9,2.6761576492,-0.5097073481,1.0586870116,-0.2059003615,-0.0128844928,0.0835254061,0.3055555556,-0.5209898872,0.2234875885,0.1322193165,-0.2020462533,-0.0535745321,0.2640181933,3.8753101171,-0.5410591247,1.1494169916,0.9885057471,0.8571428571,227,0.9780029297,16.9,0.000738817,1,25,0.0012268222,0.8333333333,0.4074074074,2.3853090657,-0.4464615406,1.5138155322,-0.6947360046,0.0984529833,-0.4549330808,0.0912582802,0.071916635,0.4352495045,3.1788172028,-0.4337325477,0.8302010343,-390,-19,9,1.2,50.351572604,-38.5184016378,0.4313404862,278,17,2.3985441576,-0.5418081932,1.168775806,-0.2904510132,-0.0164863962,0.3687094646,0.0556777134,3.8951288343,-0.3972905735,0.8159046762,-0.0793269445,0.0338596698,0.2040173246,7.7,7,4.372879349,-0.4226728323,1.0264715789,-347.3333333333,4.4031115385,-0.47750683,0.9255076018,-260.8333333333,-258.3333333333,-2.5,39.9888888889,4.3583532654,-0.4135159618,0.8833950273,-0.6657756108,0.0018414609,0.1592770468,2.7225188181,-0.4754121099,1.0941798218,-0.2143575114,-0.0007803301,0.1442095603,33.3333333333,-0.3671985296,0.0120562264,-0.1434734235,767.5,11,10,4185,51,-3.6897411517,2.0872236821,0.2211084132,0.186558449
s062,1.2842319386,-0.4536585091,1.0735519966,1.85,-0.1666666667,659,-0.3333333333,534,2.7629074221,-0.44670821,1.3935130692,-0.178602569,0.0531651806,0.0653255049,2.473705247,-0.245875071,1.5705162681,5.0416666667,0.1125,3,-0.0055,-3.2083333333,4.2916666667,0.0437513421,3,-0.001972944,-0.8563452867,0.0113237105,-0.8841008293,7.9,10.2,1.7036420656,-0.5281201399,1.6630332165,-0.3981499484,-0.0086049011,0.6344014986,0.2777777778,-0.3656973378,0.1468264403,0.0863845679,0.4536911405,0.1523359592,0.0934242143,3.3646737859,-0.6220182959,1.3272930462,0.9886363636,0.7428571429,232,0.6622526646,5.1,0.0005414485,0.98203125,22.1,0.0006970711,0.5833333333,0.5185185185,2.6966979431,-0.5542516526,1.601027703,-0.7920421328,0.2165277676,-0.1400764433,-0.184522,-0.0146131306,-0.192310468,3.2607207135,-0.3851421772,0.9836418777,-265.3333333333,-33,-14.5,1.2272727273,-0.5208786101,4.4071609704,0.4283792204,213.5,11,0.3917323437,-0.7600317577,1.3429912142,-0.3903339018,-0.1514570286,0.1077094271,0.0546069472,2.7595017323,-0.2825608925,1.1516766934,0.9788184251,0.0862771315,-0.1106154321,5.2,4.7,3.7392842521,-0.3945055474,1.0120090848,-282,2.6274522273,-0.413370387,0.9742548052,-242.3333333333,-224,-18.3333333333,51.4527777778,3.2302932464,-0.5271370584,1.191887952,-0.5006993082,0.1211041721,0.2186323264,1.7497253998,-0.4410620443,1.1387102027,0.0536385983,-0.0204746465,0.3246978127,-6,-0.4785132813,0.056728256,-0.2989181447,1178.5,8,4,3929,51,0.4997063407,2.9097898438,0.1507688511,0.3612157953
s063,2.7895596893,-0.2787090815,1.3483131873,3.25,-0.2333333333,779,-0.4333333333,574,4.3919703991,-0.4785641269,1.0368642039,0.1905162401,0.0109432913,-0.0430157879,NA,NA,NA,15.1666666667,0.1333333333,2,-0.0026666667,-3.1666666667,11.1666666667,-0.0321558944,1,-0.0016212154,-3.7198840455,-0.2312044686,-0.7315660081,9.7,8.7,2.1222260204,-0.4660634708,1.6616328755,-0.3668460489,0.0115802886,-0.1039858652,0,-1.9625600818,0.20169919,-0.1719379611,-0.1740939461,-0.1405780512,0.3747357869,3.6002540225,-0.4721020327,1.4008525747,1,0.7555555556,220,0.6812107086,4.6,0.0011611484,0.8674608231,13.1,0.0011635514,0.6111111111,0.1851851852,2.7069400546,-0.6231176184,1.4667084729,-1.2520824444,0.2215337412,-0.3541366263,0.6796109722,0.0361056986,0.2641742073,3.7977386718,-0.4190415774,0.8866581197,-345,-14.5,2,0.8796296296,0.4978357231,0.8303190258,0.4888324247,370.5,5,NA,NA,NA,-0.0731256502,0.0823305074,0.081441207,0.0276097124,3.3026428172,-0.2719178125,1.1783957617,-0.8716954762,0.0544477606,-0.2837849716,6.2,5,3.647842309,-0.487165031,0.7766819682,-329.8333333333,3.2653224973,-0.4164082649,1.0304739395,-288.1666666667,-321,32.8333333333,23.0819444444,4.0014459028,-0.4464177123,0.9621890925,-0.5029405236,-0.0084067678,0.3394744461,1.6170534453,-0.3884692069,1.3354439556,0.2268746181,0.0697294627,-0.2174919719,58.3333333333,-0.2321029969,-0.1128608646,0.3918276325,850.5,12,12,4912,46,1.0411802396,-0.2277839309,0.2140035744,0.2998939556
s065,0.7309560149,-0.203055756,1.3453299584,1.55,-0.1,1000,-0.3333333333,318,2.6556770894,-0.4086638836,1.424943435,-1.1177309989,0.113688854,-0.1517824451,2.4828026854,-0.2321233372,1.5675109106,10.5416666667,-0.0708333333,1,-0.0028333333,-4.2083333333,8.75,0.0655860349,1,-0.0016242727,-5.0727348296,-0.0135866224,-0.4984835444,6.6,5.6,0.4746756188,-0.6602251579,1.6822176337,-0.2093934435,-0.3200479193,0.0575102278,0,-0.9884260761,0.3424671948,-0.2248926888,0.3477426413,0.0015012678,0.0363049544,1.3040012131,-0.5788340588,1.2201589675,0.8333333333,0.3904761905,111,0.7056082725,5.8,0.0023534206,0.6159029007,8.7,0.0019315088,0.6388888889,0.3333333333,2.2074479461,-0.4827800037,1.439695933,-1.2577246795,0.178330267,-0.2034094,-0.8196993718,0.1267798511,0.091209739,1.4390988112,-0.3884757651,0.8576743614,-278.3333333333,38,31,NA,NA,NA,0.3348619968,274,4,0.5692936308,-0.7450544349,1.9297814506,0.0717516473,-0.1615085324,0.0095291838,-0.0142098881,2.9696564668,-0.3026225501,1.5473573801,-0.9226508864,0.0676079241,-0.473972628,7.4,7.3,NA,NA,NA,NA,1.3601617344,-0.3624945255,0.9270512447,-250.1666666667,-304.3333333333,54.1666666667,-49.8916666667,2.3431314141,-0.459705257,1.6339849201,-1.6872313595,0.219244873,-0.4788002295,0.1894241821,NA,1.3611203515,0.1954223496,0.0093181101,-0.0814505492,-70.1666666667,-0.4137737683,0.0018635393,0.0158819338,521.5,10,5,1443,73,NA,NA,0.4214680764,0.4849509644
s066,0.779890684,-0.319117662,1.1597218594,1.7,-0.2666666667,660,-0.3,443,3.7738925181,-0.4739975728,1.02020595,-0.355716204,0.0178046666,0.1034735662,2.8046125617,-0.2968796517,1.5346380288,8.4166666667,0.0333333333,1,0.0003333333,-1.3333333333,7.875,0.0949570815,2,-0.0053716738,-3.4667381974,-0.3585878567,-0.724714163,7.6,5.3,2.0629630689,-0.7640155301,1.7234181818,-0.3676666972,0.1161088874,0.2782338496,0.1944444444,1.2078953412,0.2799542865,-0.4746692301,-0.5215971262,0.0202439667,-0.3311095029,2.670122436,-0.4802692834,1.4042442494,0.7895114943,0.8571428571,125,0.690876627,4.3,0.0009390258,0.730340004,7.4,0.0010499531,0.6111111111,0.3703703704,2.2239518521,-0.4976979266,1.8484545249,-0.7218081515,0.0414562337,-0.1129250079,0.6025248683,0.238322383,0.1713112497,3.0388151504,-0.4609942354,1.0096214423,-343.1666666667,-45,51.5,0.8333333333,1.7158661793,4.1482059139,0.6420575256,447.5,7,1.5753568255,-0.9085210818,1.2998279566,-0.4306060193,-0.0395483767,-0.0326021726,0.0241326768,2.8500601292,-0.3133653283,1.6122887384,0.1660143216,0.0621155201,-0.0887454953,5.3,5,3.5214272558,-0.4531202785,0.8712526803,-326.8333333333,2.5819750331,-0.4330186653,1.2974192408,-356.3333333333,-320.8333333333,-35.5,20.8138888889,3.0292810582,-0.547460027,1.5032863588,-0.7431908274,0.2106037018,-0.1317332268,1.4705464185,-0.4543271023,1.3893297565,0.3065896103,0.0092050022,0.1937852506,19.5,-0.9660458311,0.0379381064,-0.3770811497,917.5,9,7,3041.5,57,-0.2143826978,-0.3609814471,0.8393306151,0.1429788708
