"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-SelfConceptWorker","UPDATE-SelfConceptWorker","CURRENT-SelfConceptTester","UPDATE-SelfConceptTester","CURRENT-RetestWorkerB5","UPDATE-RetestWorkerB5","CURRENT-RetestWorkerB4","UPDATE-RetestWorkerB4","CURRENT-RetestWorkerB3","UPDATE-RetestWorkerB3","CURRENT-RetestWorkerB2","UPDATE-RetestWorkerB2","CURRENT-RetestWorker","UPDATE-RetestWorker","CURRENT-Pilot_EMA","UPDATE-Pilot_EMA","CURRENT-LifetimeWorker","UPDATE-LifetimeWorker","CURRENT-F/U","UPDATE-F/U","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A3UVW94KB9UBAJ","https://requester.mturk.com/workers/A3UVW94KB9UBAJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3V1ZYXBJYCIIE","https://requester.mturk.com/workers/A3V1ZYXBJYCIIE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3VE5OH94HYHET","https://requester.mturk.com/workers/A3VE5OH94HYHET","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3VH9DZ0TTZQVH","https://requester.mturk.com/workers/A3VH9DZ0TTZQVH","2","2","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A3VHDQR8A9JJ4F","https://requester.mturk.com/workers/A3VHDQR8A9JJ4F","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3VIQ9XPOYB8K6","https://requester.mturk.com/workers/A3VIQ9XPOYB8K6","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A3VP27UUQ34OXK","https://requester.mturk.com/workers/A3VP27UUQ34OXK","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A3W6T1WDYXMR3","https://requester.mturk.com/workers/A3W6T1WDYXMR3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A40LU73SS18IW","https://requester.mturk.com/workers/A40LU73SS18IW","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A47UVNSR0PBHV","https://requester.mturk.com/workers/A47UVNSR0PBHV","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A4E1UYPDHE8D8","https://requester.mturk.com/workers/A4E1UYPDHE8D8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A4T1X0PO5N1G9","https://requester.mturk.com/workers/A4T1X0PO5N1G9","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A4ZW4GNQ98HV6","https://requester.mturk.com/workers/A4ZW4GNQ98HV6","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A52H5IZG9EOAO","https://requester.mturk.com/workers/A52H5IZG9EOAO","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A55CXM7QR7R0N","https://requester.mturk.com/workers/A55CXM7QR7R0N","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A5ET25WTBJC0J","https://requester.mturk.com/workers/A5ET25WTBJC0J","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A5EU1AQJNC7F2","https://requester.mturk.com/workers/A5EU1AQJNC7F2","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A5NHP0N1XC09K","https://requester.mturk.com/workers/A5NHP0N1XC09K","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A5YVMQWA2IYPF","https://requester.mturk.com/workers/A5YVMQWA2IYPF","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A61GHYNS1DFT7","https://requester.mturk.com/workers/A61GHYNS1DFT7","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A68CSKRK4XJBX","https://requester.mturk.com/workers/A68CSKRK4XJBX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A6P0CC8HHZLFJ","https://requester.mturk.com/workers/A6P0CC8HHZLFJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A6RHP75VV3265","https://requester.mturk.com/workers/A6RHP75VV3265","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A6U5ZHN5Y953Q","https://requester.mturk.com/workers/A6U5ZHN5Y953Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A7CYU79YGRVQ8","https://requester.mturk.com/workers/A7CYU79YGRVQ8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","1","","Never Blocked","",""
"A7NZ814Q5MX2R","https://requester.mturk.com/workers/A7NZ814Q5MX2R","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A899L8WYC76AD","https://requester.mturk.com/workers/A899L8WYC76AD","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A8KHWKKGAGOH0","https://requester.mturk.com/workers/A8KHWKKGAGOH0","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A8MZJQGIWDFNW","https://requester.mturk.com/workers/A8MZJQGIWDFNW","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A8SBGBN7FVRFG","https://requester.mturk.com/workers/A8SBGBN7FVRFG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A8TCR99262PGK","https://requester.mturk.com/workers/A8TCR99262PGK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A94DL4GI8ZBUO","https://requester.mturk.com/workers/A94DL4GI8ZBUO","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A99PQSI7FTY50","https://requester.mturk.com/workers/A99PQSI7FTY50","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A9AGWXBGQV61L","https://requester.mturk.com/workers/A9AGWXBGQV61L","4","4","100.00%","4","4","100.00%","3","3","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A9EFMZ1469GHI","https://requester.mturk.com/workers/A9EFMZ1469GHI","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A9GNNAGBWOFAM","https://requester.mturk.com/workers/A9GNNAGBWOFAM","4","4","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","1","","1","","","","4","","1","","","","Never Blocked","",""
"A9K0CV70JWG1W","https://requester.mturk.com/workers/A9K0CV70JWG1W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A9RN0FBDQL00D","https://requester.mturk.com/workers/A9RN0FBDQL00D","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A9YJYYOWOVCR1","https://requester.mturk.com/workers/A9YJYYOWOVCR1","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AA9V4NE8SOA4I","https://requester.mturk.com/workers/AA9V4NE8SOA4I","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AAASQIW3J32OL","https://requester.mturk.com/workers/AAASQIW3J32OL","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AAJ1ZQECDZBEE","https://requester.mturk.com/workers/AAJ1ZQECDZBEE","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AAM0Q3DCSSQ0A","https://requester.mturk.com/workers/AAM0Q3DCSSQ0A","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AAQREZOK13OV7","https://requester.mturk.com/workers/AAQREZOK13OV7","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AASDDAZ8CP830","https://requester.mturk.com/workers/AASDDAZ8CP830","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"AAXOAPIBFQUCB","https://requester.mturk.com/workers/AAXOAPIBFQUCB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AAXX5LDVJ32F8","https://requester.mturk.com/workers/AAXX5LDVJ32F8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","1","","Never Blocked","",""
"ABL2FXYMI00T6","https://requester.mturk.com/workers/ABL2FXYMI00T6","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ABMX8XUNPR3LP","https://requester.mturk.com/workers/ABMX8XUNPR3LP","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"ABNTDXT618WJQ","https://requester.mturk.com/workers/ABNTDXT618WJQ","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"ABO9F0JD9NN54","https://requester.mturk.com/workers/ABO9F0JD9NN54","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AC5UD8N187QD6","https://requester.mturk.com/workers/AC5UD8N187QD6","4","4","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","1","","","","4","","1","","","","Never Blocked","",""
"AC8IEBY696VJO","https://requester.mturk.com/workers/AC8IEBY696VJO","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"ACCXC5V05C9R9","https://requester.mturk.com/workers/ACCXC5V05C9R9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ACGZDI611LU0I","https://requester.mturk.com/workers/ACGZDI611LU0I","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","1","","","","","","","","","","1","","","","Never Blocked","",""
"ACIHCWKHNFC7U","https://requester.mturk.com/workers/ACIHCWKHNFC7U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ACNID00UIEL1T","https://requester.mturk.com/workers/ACNID00UIEL1T","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ACNPJ7WXOGX5M","https://requester.mturk.com/workers/ACNPJ7WXOGX5M","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ACRKDBKAS8GM1","https://requester.mturk.com/workers/ACRKDBKAS8GM1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ACRTRQ23XH20E","https://requester.mturk.com/workers/ACRTRQ23XH20E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ACVEFRSUAPSEQ","https://requester.mturk.com/workers/ACVEFRSUAPSEQ","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"AD1DGG7ZDRAIT","https://requester.mturk.com/workers/AD1DGG7ZDRAIT","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AD1WGUMVD6KED","https://requester.mturk.com/workers/AD1WGUMVD6KED","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AD7CUW86FWEKT","https://requester.mturk.com/workers/AD7CUW86FWEKT","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ADJ9LUZ2MBE67","https://requester.mturk.com/workers/ADJ9LUZ2MBE67","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"ADKKDK6P4MS1Z","https://requester.mturk.com/workers/ADKKDK6P4MS1Z","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"ADP7UNGJZKRSK","https://requester.mturk.com/workers/ADP7UNGJZKRSK","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ADT6AD3LK64AH","https://requester.mturk.com/workers/ADT6AD3LK64AH","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"ADVIE0ZHLWDDH","https://requester.mturk.com/workers/ADVIE0ZHLWDDH","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AEFE78VGZFKRY","https://requester.mturk.com/workers/AEFE78VGZFKRY","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","","","","","1","","","","Never Blocked","",""
"AEI5USUUPBU2G","https://requester.mturk.com/workers/AEI5USUUPBU2G","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"AETIZKQNUSBLB","https://requester.mturk.com/workers/AETIZKQNUSBLB","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"AF4SO6NQC84U4","https://requester.mturk.com/workers/AF4SO6NQC84U4","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AFDC9A6Z60W2Z","https://requester.mturk.com/workers/AFDC9A6Z60W2Z","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AFKZZEURTCR8U","https://requester.mturk.com/workers/AFKZZEURTCR8U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AFN5VMMGYPF1I","https://requester.mturk.com/workers/AFN5VMMGYPF1I","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AFSB8WBSUU2B4","https://requester.mturk.com/workers/AFSB8WBSUU2B4","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AFU00NU09CFXE","https://requester.mturk.com/workers/AFU00NU09CFXE","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","","","Never Blocked","",""
"AFXE92S04IYHY","https://requester.mturk.com/workers/AFXE92S04IYHY","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"AGDFBU9CK6Z9R","https://requester.mturk.com/workers/AGDFBU9CK6Z9R","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AGFWV1U4CJXP5","https://requester.mturk.com/workers/AGFWV1U4CJXP5","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"AGVUHOBSCP6YC","https://requester.mturk.com/workers/AGVUHOBSCP6YC","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"AGWIWH0RY2BWO","https://requester.mturk.com/workers/AGWIWH0RY2BWO","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AGXVXZ7HZ2IRT","https://requester.mturk.com/workers/AGXVXZ7HZ2IRT","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"AH3ER3EJXHRO2","https://requester.mturk.com/workers/AH3ER3EJXHRO2","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AHEVIE2NY1W1Z","https://requester.mturk.com/workers/AHEVIE2NY1W1Z","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AHPUVVEDSDA5F","https://requester.mturk.com/workers/AHPUVVEDSDA5F","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","1","","","","","","","","","","1","","","","Never Blocked","",""
"AHSQOWJG4HA3S","https://requester.mturk.com/workers/AHSQOWJG4HA3S","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AHT8HA3JRWVGV","https://requester.mturk.com/workers/AHT8HA3JRWVGV","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AIEKCWYZTS41V","https://requester.mturk.com/workers/AIEKCWYZTS41V","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AIICJA0A5J8NF","https://requester.mturk.com/workers/AIICJA0A5J8NF","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"AIJUY02ENAH9U","https://requester.mturk.com/workers/AIJUY02ENAH9U","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"AIPHJXQEDNW9L","https://requester.mturk.com/workers/AIPHJXQEDNW9L","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AIQ1I6ODSIO56","https://requester.mturk.com/workers/AIQ1I6ODSIO56","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AIQT0DPRTXYYD","https://requester.mturk.com/workers/AIQT0DPRTXYYD","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AIUKV0KVALMY6","https://requester.mturk.com/workers/AIUKV0KVALMY6","1","0","0.00%","1","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","5","","","","","","Never Blocked","",""
"AIYYLYN9AM5FQ","https://requester.mturk.com/workers/AIYYLYN9AM5FQ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"AJDWFBDGUPY14","https://requester.mturk.com/workers/AJDWFBDGUPY14","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AJDXSXAWDDAEO","https://requester.mturk.com/workers/AJDXSXAWDDAEO","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AJXIC6Q5EM76P","https://requester.mturk.com/workers/AJXIC6Q5EM76P","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AK0Y6OITL7VGX","https://requester.mturk.com/workers/AK0Y6OITL7VGX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AK3H5QRAROFGP","https://requester.mturk.com/workers/AK3H5QRAROFGP","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AK7LGB1QOGA1P","https://requester.mturk.com/workers/AK7LGB1QOGA1P","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"AKGAA594NDB8M","https://requester.mturk.com/workers/AKGAA594NDB8M","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"AKHH4W14A6AN9","https://requester.mturk.com/workers/AKHH4W14A6AN9","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"AKKYKO5L8Y9NV","https://requester.mturk.com/workers/AKKYKO5L8Y9NV","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"AKLV0WIZZ356X","https://requester.mturk.com/workers/AKLV0WIZZ356X","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"AKNYT1NTK2UFK","https://requester.mturk.com/workers/AKNYT1NTK2UFK","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AKNZG1Q6B0GFY","https://requester.mturk.com/workers/AKNZG1Q6B0GFY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","1","","Never Blocked","",""
"AKPWGOI672RTU","https://requester.mturk.com/workers/AKPWGOI672RTU","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"AKSJ3C5O3V9RB","https://requester.mturk.com/workers/AKSJ3C5O3V9RB","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"AKYXQY5IP7S0Z","https://requester.mturk.com/workers/AKYXQY5IP7S0Z","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AKZ8SFOAI4RZN","https://requester.mturk.com/workers/AKZ8SFOAI4RZN","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"AL0IT4RSPIWGK","https://requester.mturk.com/workers/AL0IT4RSPIWGK","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"AL7TCWU718E5W","https://requester.mturk.com/workers/AL7TCWU718E5W","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AL83KKXUORS9Y","https://requester.mturk.com/workers/AL83KKXUORS9Y","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ALEE1QD4TW9G4","https://requester.mturk.com/workers/ALEE1QD4TW9G4","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ALEJV7D94ZLHF","https://requester.mturk.com/workers/ALEJV7D94ZLHF","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"ALSJ5JQPC3A82","https://requester.mturk.com/workers/ALSJ5JQPC3A82","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ALSLQKXRN2HRN","https://requester.mturk.com/workers/ALSLQKXRN2HRN","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","1","","","","1","","","","Never Blocked","",""
"ALXPSP9WFSRST","https://requester.mturk.com/workers/ALXPSP9WFSRST","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AMA18W8F60Y2J","https://requester.mturk.com/workers/AMA18W8F60Y2J","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"AMDX0UNZS4A1G","https://requester.mturk.com/workers/AMDX0UNZS4A1G","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AMTTB8JUWRRM7","https://requester.mturk.com/workers/AMTTB8JUWRRM7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AMWIBULQ4S8K3","https://requester.mturk.com/workers/AMWIBULQ4S8K3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AMYURTQIMAC8T","https://requester.mturk.com/workers/AMYURTQIMAC8T","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"AN098C29EGJ6","https://requester.mturk.com/workers/AN098C29EGJ6","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"AN6WT1D6EQ8V5","https://requester.mturk.com/workers/AN6WT1D6EQ8V5","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","","","","","1","","","","Never Blocked","",""
"AN8DH4EWUI93G","https://requester.mturk.com/workers/AN8DH4EWUI93G","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ANFWGSQ8BQRZ","https://requester.mturk.com/workers/ANFWGSQ8BQRZ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ANK8K5WTHJ61C","https://requester.mturk.com/workers/ANK8K5WTHJ61C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"ANMXMEB55AGM6","https://requester.mturk.com/workers/ANMXMEB55AGM6","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ANPCXN619ACW9","https://requester.mturk.com/workers/ANPCXN619ACW9","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","1","","","","1","","","","Never Blocked","",""
"ANTH5IGN5CHN6","https://requester.mturk.com/workers/ANTH5IGN5CHN6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
