,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s027,2.6497305794,0.2515082615,1.5075330738,3.25,31.1904761905,0.30000000000000004,630,24.4444444444,0.4,410,-0.2724568237,-0.8490569428,4.0850860441,0.33050710180000004,2.2986764776,-0.8780627562000001,0.006058485000000001,0.14744042970000001,0.8502041016,4.9886785391,0.270990657,1.6373072447,0.6666666667000001,0.1666666667,15.9583333333,0.48750000000000004,2,-0.029500000000000002,-1.2083333333,12.0416666667,0.18485064010000002,1,-0.0021463117,0.1062792115,-0.1627840879,0.6051033191,8.3,7.1,1.851996704,0.41151936800000005,1.8837474562,-0.542444761,0.0277777778,-0.0364138845,0.14633264470000001,0.2022392566,4.9156564241,3.0307202217,0.0935281807,4.4562115771,-0.8075379761,4.3503317988,162.0,6,0.6397562981,0.0015567866,0.7121877670000001,0.0018455326,0.6111111111,0.1265219767,0.06403124240000001,0.158113883,-0.8423508773,2.0716162752,0.34586967100000005,2.1822750961,-0.2692884141,232.6666666667,2.2080914061,0.19846467180000002,2.2005713217,-37.0,129.0,11.5278362609,-5.93406329,0.3198007084,10,1.6631050189,0.5593991527000001,1.877269872,-0.25248246350000003,2.2691429954,0.3489760212,2.5430973139,-2.0974036791,0.5195121951,0.1228237996,2.6024167883000002,0.2873286666,1.4515217481,-0.42497382240000003,302.5,6.5,5.5,,,,,,,,,,,,2.6824647739,0.3026015093,2.0211776896,-1.0298355077,-0.5267752329000001,-0.42242158230000004,1.3888011481,0.2387864453,1.9458773137,-0.1238847604,0.1664379672,1881.7376190476,15,6,2627.5,0.2247007863,-0.0463950465,0.2725340256,0.1994604062,0.39397016760000003
s028,0.6703394058000001,0.028829453600000002,1.8308010706000002,1.8,50.3157894737,0.36666666670000003,905,34.0,0.4666666667,503,-0.3513865655,-1.2977173121,3.7483588172,0.3394931094,1.9104884794,-1.5378518067,9.124360000000001e-05,0.0016112366,0.0293183594,2.1682292167,0.2719056016,1.3233371872,0.33333333330000003,0.1666666667,30.0,7.077671782e-16,2,-6.0715321660000005e-18,-1.0,28.8333333333,-0.0873801221,1,-0.0017288579,-2.5185265911,-0.024695031200000002,0.1521868492,8.3,7.1,2.0011127012,0.3806636014,1.9539170145,-0.947693828,0.1388888889,-1.1459924731,-0.3647227055,-0.378116377,2.8913738017,1.8901601767,0.14724040630000002,2.2552017166000002,-0.5402436899,4.8849203713,118.0,3,0.8533126831000001,0.0022778014,1.0,0.0022514238,0.5833333333,0.06403124240000001,0.0256124969,0.0256124969,-0.7206047165,2.0928966387,0.4583944212,2.0293229693,-0.34618388380000004,327.5,2.4891391267,0.29158977750000004,1.3876405805,21.0,77.5,33.0452822761,-32.0621589797,0.48432170150000003,3,1.8562947278,0.5005260783000001,2.0733973378,-0.5108664621,1.7395162238,0.062269978600000005,3.3684708267,-0.6034475709,0.4781491003,0.058141358100000005,3.2308582876,0.3181560055,1.3896539211,-1.1275897864,371.5,6.4,5.0,238.8333333333,5.5469026598,0.3085565705,3.3590306045,290.3333333333,239.0,2.9777485831,0.3492224507,1.7222611456,-51.3333333333,46.0747687047,3.7344570428,0.32421349050000003,2.3536495232,-0.6333174137,-0.07695970270000001,0.2133173622,1.5484878139,0.0558146395,3.0471796487,-0.39207671990000004,-0.481032893,1892.8980952381,10,8,4842.9166666667,-1.03201642,0.0070048619,-0.7032798829,0.8843044641000001,0.4155161321
s029,1.0179087631,0.0305082476,1.5282286898000002,2.8,46.6666666667,0.4,800,27.3333333333,0.5,370,-0.5331510188,-1.5384035371,3.3292252864,0.3860839826,1.4039761516,0.27569117930000003,0.0003154146,0.0003020697,0.0024433594,3.7410890781,0.2581714954,1.4972834893,1.0,0.0,4.875,0.3458333333,3,-0.0121666667,-1.875,8.5833333333,0.5483451537,3,-0.0230661939,-2.9001182033,0.0488498114,0.2329862402,5.5,5.1,2.0480442836,0.4428740782,1.6607320454,-0.0459442278,0.6388888889000001,-2.8277458965,-1.846620439,0.1289098712,2.6726478429,1.7888070418000002,0.0781734129,1.6319026653000002,-1.0820225484,2.8201893119,169.0,2,0.7112513065,0.0016293128,0.9984375,0.0022827959,0.5833333333,0.0100619225,0.009797959,0.0038729833,-0.7081594818,1.020189548,0.4597382398,1.7356368742,-0.39831903300000004,267.0,2.788881065,0.3222601259,1.2464919121,-9.0,-1.0,-5.5529828028,9.6152645245,0.42228064730000003,8,1.7309371352,0.4885146328,1.5595947253,-0.1169562631,2.6851950095,0.3780456491,1.2403750748,-1.6863725920000001,0.40097799510000004,0.0245660364,3.1367292512000002,0.2985287546,1.1247461448,-1.1745779693,305.0,6.5,4.6,314.3333333333,2.117221783,0.3544439116,1.0215033709,253.6666666667,283.6666666667,2.0345935307,0.35840120940000003,1.2555365895000001,30.0,17.9646532713,1.7538340337,0.36242605,1.5874986334,-1.2110472013,0.035799807100000004,0.1865682569,1.7125835918,0.3710113708,1.5611883146999999,-0.2518333064,-0.4605397986,1423.7600559163,23,7,2496.25,-0.7676608448000001,0.1974928192,-0.6978923265,0.8146709535000001,0.2965616559
s032,1.3889579389,0.1905567233,1.0956450447,1.85,41.5185185185,0.1,1075,28.5333333333,0.5,398,0.0357545567,-0.3981418608,4.5582571047,0.3358716261,2.7565952954,-0.4978217958,0.0007426091,0.0018648987,0.0145810547,6.3007532857,0.2779215908,1.9703612465,0.5,0.1666666667,10.2916666667,0.07083333330000001,2,-0.0178333333,-6.2916666667,8.75,0.0034749035000000003,1,0.0003243243,-2.7432432432000002,-0.49727569110000003,0.689964718,6.2,5.2,1.0214571951,0.3625905477,1.5854511529000002,1.2018602192,0.5,-4.0483572669,-0.24561941180000002,0.3298219498,4.6604910377,2.905147354,0.047694987700000004,2.1164635012,-0.8893284577,4.1867508355,218.0,9,0.6912605286,0.0017405018,0.94556427,0.0026067086,0.5555555556,0.0015811388,0.0038729833,0.009797959,-1.6736044071,2.1701159932,0.3724416437,1.5907365537,0.0298290026,257.1666666667,2.8761717294,0.3132400929,1.2983429117,3.5,86.5,34.019661174,-26.539241408,0.4311000155,3,1.4634520193,0.4202562507,1.6377352706,-0.7265395986000001,3.086292442,0.421281373,1.8730341182,-3.4541085956,0.4210526316,0.0370879633,3.821500752,0.2955607688,1.3870928407,-1.7251117554,267.0,5.1,5.4,291.8333333333,3.9402291908000002,0.35013191730000004,1.3660927547,214.5,213.3333333333,3.9512104472000003,0.3396841216,2.1268187066,-1.1666666667,-1.6479661017,3.1681913476,0.3309199344,2.0087251794,-1.6508673723,0.26213788860000004,-0.7507348801,0.6475650299,0.1326181152,1.4201861733,-0.3353113761,0.6647926452,2014.0083333333,10,9,3385.75,1.2801742238,0.21634800640000001,1.8873141172,0.5838859863,0.45009817890000003
s034,1.5230679658000001,0.2687744763,1.1947311888,2.35,30.4347826087,0.2333333333,671,21.875,0.2,500,-0.318136807,-0.6985890295,3.5047352932,0.3733961173,1.727111425,-0.6206495276,0.16550820260000002,0.1197749023,0.3893603516,5.406209806,0.2732819434,1.4459141431,0.5,0.33333333330000003,13.3333333333,4.0245584639999997e-16,0,-0.0033333333,0.4166666667,19.9583333333,0.3116161616,3,-0.0067979798,-4.8838383838,-0.21317306960000001,0.7022115203,7.3,5.9,2.5747244842,0.3536732982,1.8702278155,-0.7853625791000001,0.0277777778,-4.73247405,-1.4399036539,0.4874441866,4.3452465641,2.4262248946,0.1351598155,1.4964509631,-0.7017421781000001,4.5619233948,175.0,10,0.8817337036,0.0019487654,0.8925781250000001,0.0014959381,0.6666666667000001,0.158113883,0.25,0.158113883,-0.6047774201,1.3674443286,0.3377861397,1.8758805723,-0.7047350255,438.3333333333,2.570990187,0.2890963843,1.3645546556,-4.0,74.0,,,0.5661983774,10,1.7885549206,0.4046845041,1.6954130381999999,-0.2977725069,3.1923337428,0.3604596751,1.2415888109,-1.7923113683,0.4060913706,0.063498685,3.9018332881,0.239661971,1.6059813461,-1.0683835325,263.0,5.8,6.2,,,,,259.5,283.3333333333,2.9352535221,0.3185693222,1.5682758732000002,23.8333333333,13.7284114353,1.8821353489,0.28097666460000004,1.7941218835,-1.2579868194000001,-0.6448748227000001,0.0990245998,1.341061845,0.3079514158,1.5250956,-0.4466038158,-1.2535245528,1730.1296296296,12,9,2924.3333333333,0.7862086603,-0.33991391530000004,0.0100504442,0.1633008377,0.2327784336
s042,0.8057471277,0.22824244500000002,1.7467022495000002,1.9,40.1111111111,0.4,670,21.85,0.33333333330000003,412,-0.2449451822,-0.6225112326000001,4.1073142153,0.34356195700000003,2.6546375513,-0.8630939276,2.26777e-05,0.0004749298,0.0027861328,4.4855013664,0.24664340810000002,1.5226750587,1.0,0.0,18.2916666667,0.0208333333,2,-0.0061666667,-2.2083333333,16.4166666667,-0.0099045346,1,-0.0048591885,-2.9868735084,-0.056795091400000004,0.8901018633000001,6.8,4.5,1.7018995634,0.46703816540000004,1.6119215917,-1.3634262167,0.6388888889000001,-2.7109721789,0.14510757970000002,0.33223158610000003,4.6556717651,2.2667438138,0.0222548794,2.3902779784,-0.9575666758,4.0502743994,212.0,4,0.6439033508,0.0015689726,0.9070724487,0.0023141029,0.6111111111,0.0006324555,0.0015811388,0.0015811388,-1.3277096334,1.6608597727,0.41391209100000004,1.633614345,-0.45823077710000004,363.8333333333,2.7721648584,0.3157496973,1.2061179723,39.5,88.0,-6.0651991879,11.8336608023,0.6039502739,15,1.5926331191,0.5203324795000001,1.5073824018000002,-1.0843090825,3.1985616654,0.3864641308,1.8373202009,-1.422151021,0.5012285012000001,0.08628795800000001,3.4263340161,0.3545665806,1.2495845476,-1.5486389002,314.0,6.3,4.8,325.6666666667,3.6126826059,0.3238054114,1.6349862605,286.0,357.6666666667,2.8320059038,0.3142412328,1.4188177774000001,71.6666666667,33.7755555556,2.9347234048,0.3979701224,2.0361559481000002,-1.183993662,-0.7161821267,-0.0591440169,2.0570129638,0.3283335511,1.4521410125,0.3515743277,-0.3879757333,1504.4027777778,21,7,2478.25,-0.3042271755,-0.44572455190000004,-0.9309246362,0.8596626666,0.1813954842
s047,0.6847235269,0.25001811490000003,1.5786848882,1.45,40.5909090909,0.2666666667,852,25.5,0.2666666667,538,-0.1933256771,-1.9541244154,3.4304218933,0.3916468495,1.2814072639,-0.8167594509,0.0003593296,0.0009210129,0.1093574219,2.2091201563,0.2195479941,1.4858655709000002,0.1666666667,0.33333333330000003,6.875,0.07083333330000001,1,-0.0035,-1.9583333333000001,21.1666666667,0.18389154700000002,2,-0.0011797676,-4.7304625199,0.4101604495,0.592538448,8.3,7.0,1.8941081296000002,0.3609008017,1.9438854947,-0.5166165779,0.0555555556,-2.0265203518,-0.7928907997,-0.5769915315,2.8372255301,2.2184945306,0.23135480120000002,1.5006562563,-1.2083775268,3.5486526974,207.0,4,0.5952996135,0.0008040668,0.9988281250000001,0.0016765831,0.7222222222,0.0250474647,0.009797959,0.0256124969,-1.3124425742999999,1.6532094836,0.3615256577,1.8086905034,-0.12216644060000001,293.0,2.4357100354,0.2939184972,1.8349320321,16.5,255.5,16.3366716618,-14.1879178996,0.3373905766,14,1.4736862338,0.5422446231,1.5511781782,-0.8121063163000001,2.9483126318,0.4398250785,1.6413944221999999,-0.9492412982,0.5894206549000001,0.019328318100000002,2.3817865885,0.2653387327,1.1009670576,-0.78256897,340.0,7.2,5.8,287.3333333333,2.7459215716000003,0.2921999963,2.190760342,247.8333333333,254.0,1.610180116,0.08583263220000001,2.1495991171,6.1666666667,16.8400171695,1.9261901956,0.3755096035,1.4726192365,-1.9195644852,-0.15369969090000002,-0.8033916219,1.3229089944,0.2609363031,1.8824345467999999,-0.4700972807,0.4122619087,2049.6060606061,-3,11,4247.8333333333,0.6280516321,-0.0740660155,0.4694940111,0.8139128764,0.3856622834
s049,0.9049315994,0.0431809133,1.495362127,1.7000000000000002,38.875,0.2,883,22.2222222222,0.4,385,-0.6290718293,-0.9707214177000001,3.561249633,0.3067993248,1.6024256557,-1.0099532682,0.0008616114,0.3054902344,0.0370634766,4.3325117843,0.2549792884,1.6715595527,0.5,0.33333333330000003,21.6666666667,5.551115123e-16,1,1.3444106940000001e-17,-3.3333333333,23.0833333333,-0.07124373960000001,1,0.0022971619,-3.333263773,0.1363329584,0.274128234,7.5,5.7,1.5908765884,0.37515426630000004,1.8252218394000002,-0.7047888642,0.0,0.2969834645,-0.8161841462,-1.0603388242,2.4352990176000002,1.7471124737000001,0.23441008400000002,1.5272715378,-0.8903224109000001,3.6777149035,182.0,4,0.8771240235000001,0.0021191442,0.9288574219,0.0018760755,0.6388888889000001,0.1265219767,0.06403124240000001,0.06403124240000001,0.0941504192,1.6605976821000001,0.3615455154,2.0051690147,0.0391773277,231.0,2.9016059326,0.3089986356,1.7722190942,3.5,139.0,,,0.48077018730000004,6,1.0962308214,0.3742500146,2.2066131803,-0.4897626426,3.5920864729,0.4103696222,2.3574030602000002,-1.7736272708,0.42997543,0.060805280600000004,3.0901328646,0.2686357494,0.9721515166,-2.1963499016,307.5,4.4,4.4,241.1666666667,2.7745432486,0.44413624100000004,1.6212297122,231.1666666667,247.5,2.3360667892,0.20490673210000002,1.9504165082,16.3333333333,59.142814485,2.493172263,0.3244172851,2.0649007537,-0.0312852687,-0.200168537,-0.9237330078,1.9636560277,0.3052507284,1.7416926711,0.0171798459,0.083072424,2524.5285714286,1,4,7185.9090909091,0.40277199340000003,0.5319567064,0.608396178,0.7240277894,0.5724588484
s056,0.4669899262,0.2346543767,0.9527638622000001,1.4,33.8823529412,0.4333333333,550,33.3333333333,0.4,560,-0.2809201321,-1.5565790691,3.149365461,0.37566254660000004,2.0357500717,-0.4937294096,0.001032212,0.0015562592,0.0128251953,3.9920953043000003,0.2769969544,1.3260831948,0.5,0.33333333330000003,6.9583333333,0.1791666667,3,-0.0081666667,-1.375,6.9583333333,0.1140444894,3,-0.0077617796,-1.7861476239,0.6921011557,-0.1746813334,9.1,4.2,2.5993494071,0.4701016324,1.7985144939,-0.4166605224,0.1388888889,-0.9050069237,5.8210915651,0.4847229195,4.3506890982,2.2475433611,0.2376736073,1.3280120098000001,-1.1195720593,3.7262636324000002,168.0,3,0.7169906616,0.0008441752,0.8781661987,0.0012184429,0.5833333333,0.009797959,0.0256124969,0.06403124240000001,-1.0487935418,1.7738512745000001,0.3749835078,1.388198831,-1.0359575344,366.6666666667,2.5007341788,0.3068255219,1.8017769781,-2.0,198.0,,,0.5414815306,9,1.4063391125,0.4834757307,1.7993389738,-0.6112964166,2.5008349563,0.4591437599,1.6587241162000002,-1.6641320597,0.3234567901,-0.0036786456,2.5541939673,0.2859481881,1.1433412849,-2.0516913092,307.0,5.3,4.3,308.1666666667,4.5879706542,0.3641525231,3.088999156,313.3333333333,320.1666666667,3.4089136091,0.33431662970000003,2.5328336877,6.8333333333,51.3670115196,2.2152759555,0.3550085637,1.6742051895,-1.2655981648,-0.4206282095,-0.2921382545,1.042375972,0.3628955521,1.3405278542999999,0.15998335900000002,-0.0645348916,4679.1944444444,-6,4,5254.8333333333,0.3914683533,-0.3243825783,0.3937296135,0.6312365674,0.6286651945
s060,1.636896348,0.3696161207,1.4795705235,2.8,46.1904761905,0.30000000000000004,940,27.6315789474,0.36666666670000003,500,-0.5986790715,-1.0011874542,3.7121123175,0.3814589959,1.7702518976000001,-1.1849515567,0.0037554623000000003,0.009228485100000001,0.0059375,5.1620141518,0.2993396421,1.2086464264,0.8333333333,0.1666666667,3.4166666667,0.0083333333,2,-0.0043333333000000005,-2.5,4.5833333333,0.028429181100000003,2,-0.005148547000000001,-2.9857752489,-0.0277628893,0.7041259941,9.8,8.9,2.6918322398,0.4555254899,1.6661427792999999,-0.1671938375,0.30555555560000003,-3.3576061993,0.3639896783,0.1932209246,4.933693088,3.3508500375,0.2398392806,1.9254563484,-0.9575666758,4.0502743994,227.0,8,0.9780029297,0.000738817,1.0,0.0012268222,0.8333333333,0.009797959,0.009797959,0.0250474647,-0.6014152730000001,1.9240220149,0.3933444862,1.7577020746,-0.5516386134,400.5,2.8795157375000002,0.371928546,1.184585393,19.0,9.0,19.9986676913,-10.1594243612,0.43134048620000004,17,2.2589768357,0.5520834301,1.2781970597,-0.2620203027,3.4239040172,0.4169250017,1.3855252684,-2.1855779562,0.5243902439,0.0556777134,3.4759385554,0.3241904796,1.534463441,-0.8736531048,311.5,7.7,7.0,347.3333333333,4.5418559978,0.3725189984,1.5528893787,257.8333333333,259.3333333333,4.4961858718,0.3878193702,1.8011974463,1.5,37.8985939908,3.5766097546999998,0.3581704183,1.3471035391,-0.9322527402,-0.5882259539,-0.48778279500000005,1.9511014691000002,0.3848052397,1.5075479412,-0.5637631431,0.34327583110000004,1940.3598484848,5,10,4188.5833333333,0.5890120286,0.37239928310000003,0.7747871070000001,0.22110841320000002,0.18655844900000002
s062,1.0540972133,0.2906408995,1.4600142023,1.85,27.68,0.1666666667,659,27.0,0.33333333330000003,534,-0.13971695380000002,-0.38617160780000004,2.8941386229,0.1360531595,3.4712556683,-0.23813721470000002,0.0008358361,0.0012967911,0.0039726563,2.5436297137,0.2424342494,1.6319641136,1.0,0.0,5.0416666667,0.1125,3,-0.0055000000000000005,-3.2083333333,4.2916666667,0.0437513421,3,-0.001972944,-0.8563452867,0.0113237105,0.8841008293,7.9,10.2,1.7339969543,0.46870735620000004,2.0738184027,-0.3798662592,0.2777777778,-2.206013472,-1.6393175033,0.1910395678,4.9380558016,3.1557776936,0.3572999046,2.0917037227,-1.1652624446,3.6348828618,232.0,9,0.6622526646,0.0005414485,0.98203125,0.0006970711,0.5833333333,0.0038729833,0.009797959,0.0038729833,-0.9096343476000001,1.7436725474,0.42538087280000003,2.0755740451,-0.047009613400000004,266.3333333333,3.1500618602,0.3426996134,1.2463810412,33.0,-14.5,10.2295124979,-5.6417189698,0.42837922040000004,11,0.5602933107,0.5832935567,1.8666240303000001,-0.20410274790000002,3.1270915572,0.3935697671,1.8613318257,-2.5509385397,0.4729064039,0.0546069472,3.0150633267,0.28701201130000004,1.3549977094,-0.1958379904,383.0,5.2,4.7,282.5,3.4994762464,0.0429461168,3.5338397215,254.8333333333,224.0,2.4632473053,0.355806369,1.2462902531,-30.8333333333,57.1224079359,2.5519961722,0.37016520900000005,2.2812017944,-1.2614465835,-0.6846112704,-0.083941123,1.2004525342,0.0918970582,2.2455907586,-0.2732048978,0.052091796600000004,3714.2604166667,5,4,4417.75,-0.5971620236,0.1136353596,-0.3460785682,0.15076885110000002,0.36121579530000003
s063,2.0649726208,0.30781587050000003,1.1640195585,3.25,35.5217391304,0.2333333333,779,35.2941176471,0.4333333333,574,-1.0036164695,-0.1906861581,5.3007146028,0.4196703053,2.0898571445,-0.7396376127000001,0.0398581514,0.0339606934,0.1528984375,6.107189733,0.2895723282,1.6413499651999999,0.1666666667,0.33333333330000003,15.1666666667,0.1333333333,2,-0.0026666667,-3.1666666667,11.1666666667,-0.0321558944,1,-0.0016212154,-3.7198840455,-0.23120446860000002,0.7315660081,9.7,8.7,2.1166600028,0.4187771363,1.9807216767,-0.43416709810000004,0.0,-2.5864478713,0.3169276516,0.0,5.3201349372,2.2763052696,0.0179114185,2.2202743066,-0.7020170633,2.8911536404,220.0,7,0.6812107086,0.0011611484,0.8674608231000001,0.0011635514,0.6111111111,0.06403124240000001,0.06403124240000001,0.158113883,-1.2418460635,1.8039845448,0.5289866716,1.9248515377,0.0765216834,347.5,3.5413185613,0.3286573094,1.5320357064999999,14.5,2.0,-2.3742703251,3.7818394347,0.48883242470000005,5,1.9357651895,0.4193855805,1.9809569419000002,-0.435054837,2.5252960336,0.4087083943,1.4678175427,-1.1747860685,0.43627450980000004,0.0276097124,2.6943541974,0.2808995529,1.1143966629,-0.9538360677000001,335.5,6.2,5.0,342.3333333333,3.2084843592,0.4144404121,1.2256906145,288.1666666667,321.0,3.3628149145,0.3681141249,1.4251172460000001,32.8333333333,22.0254161044,3.5603143792000003,0.3433271143,1.8602308845,-0.7220475999,-0.0119485132,-0.0995985394,1.5846545535,0.3375858962,1.5512985321000001,-0.060979986800000004,0.2714966367,2115.5138888889,0,12,5250.6666666667,1.0947643213,-0.2765897446,1.3059228195,0.2140035744,0.2998939556
s065,0.6491997792,0.0209521118,1.68221256,1.55,38.4444444444,0.1,1000,17.8,0.33333333330000003,318,-0.5987500711,-1.2898546479,2.5837507072,0.3221052895,2.0766746227,-0.4853218495,6.64845e-05,3.9678e-06,0.0038925781000000003,2.5383645926,0.2099681679,1.743329261,1.0,0.0,10.5416666667,-0.07083333330000001,1,-0.0028333333,-4.2083333333,8.75,0.0655860349,1,-0.0016242727,-5.0727348296,-0.0135866224,0.49848354440000003,6.6,5.6,0.4922135446,0.040579536900000004,2.1925488293,-0.035607424400000004,0.0,-1.8872580906,0.0862377285,0.8463229513,3.6274890347,1.1207723478,0.1778225539,1.7996380923,-1.2989724053,2.0912506043,111.0,10,0.7056082725,0.0023534206,0.6159029007,0.0019315088,0.6388888889000001,0.009797959,0.06403124240000001,0.0256124969,-1.1296500163,1.1990849641,0.3057571962,1.7520841637,-0.7197130474,287.8333333333,1.1110349177,0.1698182815,1.426302121,-38.0,31.0,,,0.3348619968,4,0.6379406699,0.4796401337,2.2719305617,0.0846080738,1.7730350615,0.3768964372,1.7800565259,-1.2961426274,0.4202531646,-0.0142098881,2.3696417846,0.2851083219,1.4577187664,-0.6573809184,285.5,7.4,7.3,,,,,275.1666666667,320.3333333333,1.1455839767,0.2184591887,1.3131785597,45.1666666667,-11.6912216083,1.0910620078,0.34532896300000004,1.7305580724,-1.4430741988,,,,,,,,1512.2,27,5,1500.0833333333,,,,0.4214680764,0.4849509644
s066,0.7272626696000001,0.20022425600000002,1.4038000053,1.7000000000000002,31.3636363636,0.2666666667,660,21.8571428571,0.30000000000000004,443,0.22851681780000002,-0.6693760270000001,4.194066143,0.3738765404,2.2525423547,-0.7465630188,3.55155e-05,3.71547e-05,0.0557041016,2.7440415289,0.2539640811,1.7451635828,0.0,0.8333333333,8.4166666667,0.033333333300000004,1,0.0003333333,-1.3333333333000001,7.875,0.0949570815,2,-0.0053716738,-3.4667381973999998,-0.35858785670000004,0.724714163,7.6,5.3,1.8638080489000002,0.46574270160000003,2.7049284474,-0.6503459511,0.1944444444,-0.2449733551,-0.7207958071,-0.5542288687,2.8827508555,2.202837374,0.2719500869,1.6521242044000002,-0.9575666758,4.0502743994,125.0,8,0.6908766270000001,0.0009390258000000001,0.7303400040000001,0.0010499531,0.6111111111,0.0256124969,0.009797959,0.009797959,-0.5541469382,1.8241942624,0.3775315906,2.2939362006,-0.432910206,353.6666666667,2.9391565626,0.41439004690000003,1.276994237,45.0,51.5,-8.0451334885,13.7161553444,0.6420575256000001,7,1.4139716805,0.6052860654000001,2.1119036924,-0.24452635900000003,3.0642330887,0.45522053,1.7326532925,-2.490454043,0.5644329897,0.024132676800000002,2.9793295277,0.2644898158,2.0420572231,-0.3228763595,424.0,5.3,5.0,331.3333333333,3.2532549521,0.3208593775,1.7495664298,395.3333333333,316.8333333333,2.5585257259,0.18156031720000002,2.6935248939000003,-78.5,15.6900163918,2.2821552864,0.31566308400000004,2.8289323570000002,-1.2843919411,0.0382465582,-0.0029880639000000003,0.7756650165000001,0.0384124569,2.1996797987,-0.48175579560000004,-0.2529882713,2316.1203703704,11,7,3143.0,-0.5714565006,0.7428581435,-0.22164357950000002,0.8393306151000001,0.14297887080000002
